income,loan_amount,credit_utilization,transaction_frequency,mobile_money_activity,payment_history_score,late_payments,open_loans,business_age_months,debt_ratio,probability_of_default,default
534.69,506.64,0.316,45,0.578,0.613,1,2,169,0.065,0.857,0
519.06,50.0,0.662,44,0.605,0.696,1,1,96,0.366,0.734,1
1614.74,276.53,0.763,38,0.253,0.384,0,2,4,0.158,0.85,1
1330.66,166.93,0.909,43,0.984,0.719,1,2,88,0.898,0.953,1
934.97,516.9,0.126,37,0.153,0.521,0,3,32,0.561,0.873,1
1415.95,296.64,0.067,52,0.981,0.974,2,2,95,0.771,0.641,0
1150.3,525.27,0.433,47,0.244,0.979,1,4,118,0.731,0.824,1
406.9,229.05,0.187,23,0.746,0.664,3,3,113,0.435,0.879,1
150.0,448.52,0.261,37,0.4,0.461,2,1,73,0.638,1.0,1
716.33,268.26,0.919,33,0.707,0.476,2,1,25,0.772,0.987,1
1542.46,315.14,0.948,38,0.144,0.6,3,0,53,0.346,0.93,1
785.76,456.43,0.937,38,0.784,0.71,2,2,73,0.605,0.973,1
1230.05,512.82,0.869,42,0.367,0.83,1,2,108,0.531,0.903,1
1092.24,757.16,0.933,43,0.474,0.627,4,0,160,0.282,0.976,1
153.25,682.81,0.215,38,0.898,0.654,2,2,28,0.747,1.0,1
796.8,635.8,0.078,41,0.67,0.576,3,0,100,0.466,0.936,1
1179.44,507.94,0.355,46,0.931,0.727,2,1,36,0.099,0.649,1
606.43,277.98,0.563,38,0.982,0.327,2,4,143,0.826,0.988,1
818.73,555.51,0.464,36,0.49,0.75,1,2,5,0.388,0.885,1
1195.87,698.5,0.941,46,0.189,0.452,1,2,106,0.541,0.982,1
1036.31,698.66,0.231,39,0.568,0.342,0,2,133,0.428,0.932,1
1523.45,404.04,0.236,33,0.618,0.346,2,2,44,0.321,0.861,1
1191.84,314.08,0.785,34,0.285,0.498,3,4,171,0.337,0.937,1
522.08,598.0,0.427,43,0.546,0.893,4,3,152,0.744,0.985,1
761.23,50.0,0.458,39,0.663,0.332,0,1,145,0.523,0.87,0
1010.15,799.17,0.66,35,0.636,0.385,5,3,137,0.353,0.99,1
1669.21,706.99,0.823,34,0.369,0.605,0,2,9,0.683,0.959,0
763.24,329.93,0.95,45,0.693,0.747,0,2,99,0.559,0.927,1
150.0,317.17,0.938,31,0.956,0.311,3,3,55,0.436,1.0,1
1220.28,919.01,0.817,36,0.351,0.567,1,3,81,0.743,0.988,1
622.2,141.36,0.191,46,0.855,0.681,3,1,13,0.768,0.89,1
357.35,334.51,0.182,40,0.967,0.97,1,2,88,0.398,0.784,1
1009.4,838.04,0.705,44,0.963,0.371,7,1,27,0.142,0.991,1
1486.43,131.72,0.557,41,0.35,0.691,1,2,79,0.343,0.678,1
713.06,440.42,0.785,40,0.75,0.326,0,0,2,0.226,0.965,1
1248.29,340.27,0.205,49,0.987,0.911,1,2,23,0.856,0.775,1
1340.96,915.11,0.893,42,0.684,0.452,2,2,97,0.458,0.985,1
1395.9,264.23,0.068,40,0.405,0.955,1,2,7,0.361,0.333,0
633.86,60.8,0.224,35,0.508,0.704,0,4,27,0.556,0.606,0
439.46,460.5,0.491,34,0.823,0.739,0,1,174,0.222,0.899,1
507.62,264.25,0.916,38,0.468,0.816,3,0,99,0.351,0.931,1
1395.49,549.31,0.817,41,0.558,0.855,3,1,101,0.486,0.913,1
1333.7,508.44,0.671,41,0.3,0.829,1,3,103,0.592,0.873,1
521.42,107.57,0.761,35,0.155,0.687,3,4,86,0.811,0.962,1
2066.32,859.97,0.338,40,0.242,0.83,1,1,109,0.792,0.87,1
461.82,247.33,0.668,32,0.953,0.545,2,1,66,0.58,0.968,1
1499.73,274.04,0.82,45,0.537,0.497,4,1,83,0.745,0.981,1
1759.83,544.43,0.652,43,0.838,0.773,2,2,23,0.567,0.89,1
1054.88,808.23,0.813,37,0.902,0.769,3,1,21,0.49,0.972,1
615.14,78.5,0.729,43,0.31,0.463,2,4,32,0.2,0.854,1
626.06,284.42,0.372,42,0.22,0.777,1,0,75,0.652,0.863,1
868.95,639.24,0.659,37,0.565,0.691,1,1,61,0.264,0.908,1
1540.44,256.83,0.491,33,0.959,0.376,3,1,156,0.214,0.873,1
400.06,439.33,0.859,46,0.289,0.856,1,0,28,0.794,0.989,1
150.0,296.57,0.186,54,0.315,0.814,1,4,125,0.53,0.991,1
1181.03,523.7,0.893,31,0.83,0.873,4,2,115,0.28,0.903,1
1290.81,88.02,0.441,32,0.828,0.443,1,0,85,0.745,0.916,1
1983.98,479.15,0.46,36,0.374,0.988,0,0,11,0.895,0.791,1
308.84,521.4,0.767,31,0.424,0.337,0,1,33,0.294,0.997,1
932.6,570.26,0.35,46,0.708,0.848,2,1,86,0.32,0.778,0
1580.92,268.92,0.172,40,0.295,0.627,1,2,78,0.415,0.641,0
1060.43,761.97,0.804,38,0.748,0.362,3,4,1,0.657,0.996,1
902.28,50.0,0.605,37,0.589,0.436,4,5,54,0.367,0.915,1
1394.95,234.19,0.898,47,0.567,0.345,0,2,6,0.275,0.916,1
700.31,1010.99,0.834,41,0.769,0.819,4,0,1,0.326,0.995,1
1425.71,407.23,0.131,46,0.202,0.56,2,1,48,0.451,0.791,1
373.22,681.21,0.748,39,0.251,0.3,3,3,102,0.052,0.998,1
240.28,447.4,0.32,44,0.846,0.932,0,1,115,0.334,0.97,1
863.21,834.57,0.583,29,0.736,0.579,2,3,88,0.6,0.986,1
150.0,351.95,0.391,38,0.999,0.954,3,3,78,0.152,0.993,1
1042.35,455.93,0.787,36,0.968,0.819,2,1,22,0.306,0.857,0
150.0,618.63,0.85,44,0.807,0.795,2,2,112,0.406,1.0,1
1141.21,783.22,0.452,37,0.464,0.85,1,0,178,0.719,0.925,1
1092.73,50.0,0.279,47,0.864,0.447,1,0,91,0.316,0.687,1
966.02,529.58,0.375,40,0.949,0.403,1,5,111,0.752,0.972,1
1218.2,186.79,0.271,41,0.83,0.428,0,0,147,0.273,0.675,1
1102.1,386.24,0.679,35,0.439,0.379,0,1,137,0.289,0.902,1
853.5,266.05,0.277,43,0.625,0.659,1,2,167,0.146,0.566,1
1915.5,50.0,0.857,48,0.377,0.471,1,2,20,0.456,0.904,1
1196.66,664.45,0.246,38,0.875,0.941,0,0,30,0.202,0.457,1
1385.95,71.98,0.09,40,0.184,0.937,1,1,24,0.472,0.336,1
1536.54,382.66,0.834,43,0.946,0.631,1,4,103,0.199,0.813,1
1334.07,373.21,0.383,34,0.322,0.764,0,1,160,0.408,0.637,1
2031.42,201.18,0.248,37,0.427,0.315,1,1,57,0.254,0.753,1
1083.0,559.7,0.614,38,0.465,0.389,0,1,12,0.629,0.97,1
996.52,308.64,0.834,39,0.917,0.402,0,2,15,0.353,0.93,1
675.21,221.15,0.399,34,0.987,0.372,1,2,66,0.543,0.93,1
871.86,50.0,0.197,52,0.244,0.753,0,3,156,0.411,0.424,1
634.39,168.73,0.678,41,0.926,0.599,2,3,60,0.737,0.955,1
1338.61,505.65,0.519,53,0.868,0.887,3,3,127,0.618,0.878,1
543.84,50.0,0.589,43,0.736,0.525,0,0,118,0.696,0.89,0
1036.9,819.5,0.546,35,0.124,0.695,3,1,87,0.14,0.909,1
1279.77,361.99,0.291,33,0.576,0.53,1,6,178,0.328,0.76,1
1075.16,183.09,0.854,40,0.764,0.623,0,1,31,0.498,0.877,1
552.04,548.78,0.64,41,0.623,0.466,3,0,95,0.872,0.997,1
1349.47,295.49,0.555,50,0.968,0.679,1,3,98,0.884,0.931,1
957.33,622.51,0.355,30,0.506,0.813,1,2,165,0.468,0.839,1
150.0,134.36,0.418,28,0.189,0.818,1,0,110,0.391,0.895,0
508.32,152.5,0.548,35,0.279,0.374,1,2,179,0.533,0.942,1
1700.57,548.95,0.442,39,0.962,0.344,0,5,134,0.518,0.919,1
1742.16,699.54,0.614,37,0.164,0.325,3,2,80,0.22,0.949,1
1263.06,448.87,0.841,40,0.672,0.904,1,2,81,0.646,0.893,1
1392.03,457.68,0.783,36,0.667,0.336,3,3,149,0.888,0.993,1
610.85,191.47,0.263,36,0.548,0.583,2,0,101,0.113,0.654,1
869.93,271.11,0.392,52,0.994,0.322,1,1,148,0.725,0.961,1
1617.68,235.7,0.919,47,0.142,0.896,1,1,175,0.471,0.786,0
1212.96,723.84,0.315,37,0.857,0.922,2,2,60,0.597,0.845,1
1032.47,747.68,0.214,43,0.181,0.667,3,1,54,0.861,0.973,1
906.6,530.1,0.442,36,0.764,0.918,1,5,134,0.4,0.757,1
1587.24,902.71,0.866,31,0.345,0.939,0,1,161,0.168,0.73,1
1561.02,554.55,0.617,46,0.93,0.551,0,5,4,0.062,0.745,0
1324.84,695.65,0.672,35,0.494,0.683,4,1,101,0.87,0.986,1
1033.14,345.27,0.279,46,0.957,0.521,2,2,145,0.452,0.866,0
821.62,360.64,0.184,31,0.247,0.362,1,2,123,0.683,0.945,1
1346.51,360.89,0.942,38,0.785,0.728,1,1,15,0.768,0.955,1
449.05,165.89,0.311,40,0.351,0.704,1,2,164,0.06,0.522,0
552.72,289.79,0.691,41,0.652,0.324,1,4,29,0.293,0.957,1
274.45,482.26,0.662,36,0.764,0.365,1,0,102,0.35,0.998,1
1617.61,250.26,0.163,47,0.817,0.936,2,5,101,0.843,0.724,0
639.67,539.09,0.578,34,0.616,0.685,2,3,80,0.248,0.93,0
1202.0,214.85,0.149,38,0.113,0.708,1,1,29,0.438,0.592,1
937.22,203.32,0.407,32,0.189,0.385,4,2,168,0.214,0.89,1
2448.77,403.18,0.525,38,0.342,0.948,0,3,4,0.569,0.642,0
1220.95,50.0,0.753,43,0.364,0.886,1,2,153,0.483,0.687,1
150.0,669.8,0.142,37,0.715,0.319,0,1,61,0.839,1.0,1
1587.72,576.54,0.89,39,0.176,0.977,2,2,119,0.883,0.948,1
806.42,604.03,0.124,48,0.487,0.347,3,2,61,0.612,0.978,1
899.54,585.96,0.36,51,0.381,0.461,1,3,120,0.552,0.953,1
663.74,371.32,0.473,33,0.822,0.621,2,2,80,0.231,0.865,1
1097.81,461.01,0.363,41,0.771,0.505,2,2,128,0.824,0.965,1
1091.26,497.44,0.131,46,0.854,0.384,3,1,131,0.272,0.884,0
677.26,50.0,0.505,32,0.404,0.314,1,0,161,0.89,0.966,1
745.93,450.41,0.274,29,0.997,0.374,0,1,123,0.261,0.877,1
1050.64,305.73,0.651,34,0.714,0.574,0,0,142,0.531,0.889,1
150.0,861.72,0.894,38,0.413,0.782,0,4,75,0.62,1.0,1
279.25,352.08,0.623,31,0.495,0.499,2,2,127,0.356,0.99,1
1835.0,368.56,0.17,41,0.671,0.498,0,4,128,0.559,0.772,1
1163.91,94.87,0.429,36,0.23,0.774,2,2,62,0.132,0.465,1
737.55,302.21,0.165,41,0.703,0.482,2,3,167,0.742,0.94,1
151.96,50.0,0.459,37,0.265,0.502,1,0,67,0.752,0.947,1
971.84,864.79,0.902,47,0.836,0.73,2,0,127,0.463,0.978,1
1492.6,545.92,0.322,36,0.434,0.87,1,0,114,0.461,0.668,1
2319.6,308.25,0.116,30,0.896,0.536,0,1,132,0.2,0.457,1
1946.03,526.04,0.463,48,0.636,0.432,0,6,164,0.164,0.745,0
556.53,159.84,0.838,47,0.259,0.309,2,0,146,0.289,0.956,1
752.1,354.6,0.173,41,0.153,0.444,3,2,135,0.305,0.887,1
264.25,122.9,0.715,27,0.724,0.757,0,1,4,0.615,0.919,1
579.17,50.0,0.421,45,0.458,0.312,2,2,94,0.429,0.896,1
893.58,591.08,0.456,47,0.327,0.412,0,5,165,0.115,0.873,1
816.43,373.73,0.738,41,0.815,0.592,0,2,5,0.723,0.963,1
2027.28,50.0,0.926,30,0.733,0.673,3,1,177,0.197,0.811,1
342.32,193.05,0.31,35,0.282,0.35,0,3,130,0.676,0.96,1
977.45,726.33,0.413,32,0.447,0.366,0,3,26,0.899,0.988,1
150.0,219.11,0.103,42,0.567,0.666,1,5,179,0.649,0.983,1
1165.45,555.5,0.367,37,0.205,0.421,5,1,126,0.112,0.922,1
329.15,215.96,0.265,47,0.425,0.894,3,0,143,0.67,0.906,1
1551.31,460.92,0.724,40,0.486,0.723,1,3,174,0.596,0.899,1
854.49,531.12,0.672,41,0.963,0.934,0,0,22,0.41,0.809,1
299.01,234.7,0.347,42,0.616,0.338,4,3,113,0.752,0.993,1
150.0,366.55,0.62,38,0.125,0.571,2,4,111,0.625,1.0,1
510.68,477.04,0.794,45,0.969,0.637,2,4,89,0.081,0.949,1
1119.69,258.06,0.81,38,0.668,0.335,0,1,70,0.152,0.876,1
1210.76,347.66,0.762,45,0.234,0.748,1,3,97,0.076,0.668,1
750.78,164.09,0.369,48,0.848,0.51,2,1,43,0.619,0.907,1
1462.9,426.16,0.483,34,0.95,0.321,2,2,2,0.515,0.963,1
432.13,669.03,0.633,48,0.665,0.763,3,1,119,0.618,0.996,1
150.0,109.13,0.389,27,0.956,0.334,0,1,55,0.535,0.968,1
1141.28,223.55,0.648,37,0.57,0.79,2,2,68,0.785,0.913,1
1645.05,50.0,0.751,57,0.148,0.356,4,3,172,0.9,0.987,1
1649.67,527.96,0.135,56,0.44,0.651,4,1,125,0.774,0.924,1
350.1,50.0,0.41,39,0.783,0.77,1,2,102,0.712,0.796,1
727.65,525.59,0.608,44,0.808,0.74,2,2,116,0.518,0.95,1
1361.91,542.62,0.42,35,0.67,0.8,3,2,38,0.146,0.692,0
686.45,627.48,0.588,43,0.252,0.649,2,1,35,0.214,0.943,1
1052.69,492.2,0.552,31,0.28,0.525,1,1,135,0.246,0.871,1
641.78,50.0,0.852,33,0.307,0.51,3,4,161,0.79,0.974,1
455.31,366.92,0.529,35,0.161,0.449,4,1,70,0.591,0.99,1
551.81,448.97,0.819,29,0.932,0.371,1,2,155,0.739,0.994,1
1477.86,533.19,0.147,43,0.421,0.341,1,2,121,0.428,0.874,1
1006.89,542.67,0.592,29,0.25,0.583,1,1,47,0.126,0.839,1
1635.94,293.17,0.448,31,0.783,0.977,2,3,38,0.851,0.819,1
1260.21,372.89,0.765,44,0.891,0.897,0,2,104,0.34,0.678,1
1803.23,375.33,0.493,48,0.446,0.729,1,0,7,0.834,0.904,1
1409.03,83.46,0.737,28,0.186,0.858,6,0,9,0.8,0.955,1
1379.67,158.32,0.303,37,0.679,0.716,1,0,141,0.134,0.409,0
939.76,381.98,0.614,35,0.3,0.397,2,0,155,0.186,0.914,1
2504.6,190.47,0.08,40,0.523,0.7,3,3,66,0.449,0.625,1
1056.35,50.0,0.182,37,0.421,0.975,0,3,88,0.438,0.272,0
150.0,50.0,0.728,35,0.214,0.4,0,2,133,0.179,0.871,1
1134.02,573.76,0.065,38,0.251,0.795,2,2,50,0.532,0.77,1
508.85,488.67,0.053,42,0.974,0.881,2,3,42,0.334,0.809,1
1508.51,437.02,0.898,38,0.528,0.653,0,0,50,0.484,0.9,1
1362.91,318.22,0.16,45,0.963,0.694,1,3,45,0.291,0.537,0
904.24,254.52,0.266,48,0.402,0.545,0,4,68,0.328,0.692,0
556.05,50.0,0.248,44,0.631,0.853,1,2,124,0.798,0.707,0
1073.21,548.45,0.499,52,0.865,0.842,3,2,61,0.384,0.852,1
679.38,298.27,0.928,38,0.134,0.729,1,2,88,0.518,0.937,1
1393.9,555.38,0.116,36,0.4,0.786,0,1,158,0.882,0.828,1
1278.01,165.55,0.84,35,0.754,0.702,4,2,1,0.249,0.902,1
2467.98,811.89,0.569,38,0.328,0.579,0,2,131,0.823,0.943,1
777.44,446.86,0.655,46,0.905,0.33,2,1,27,0.476,0.98,1
848.29,369.77,0.754,35,0.517,0.75,0,3,68,0.678,0.923,0
922.61,145.15,0.832,33,0.702,0.789,3,0,94,0.339,0.834,1
944.51,441.32,0.831,37,0.804,0.733,2,4,103,0.315,0.903,1
1513.54,554.13,0.713,34,0.489,0.676,0,3,49,0.359,0.83,1
861.83,50.0,0.374,39,0.93,0.707,1,2,98,0.351,0.569,1
1986.19,366.29,0.778,43,0.337,0.989,0,1,114,0.506,0.663,0
1291.14,370.33,0.34,33,0.532,0.836,0,1,144,0.552,0.661,1
757.13,512.84,0.634,38,0.283,0.65,0,1,137,0.523,0.937,0
629.38,50.0,0.486,38,0.298,0.8,0,2,154,0.378,0.522,1
1520.44,600.03,0.86,48,0.543,0.498,2,0,44,0.899,0.989,1
1014.26,584.21,0.087,35,0.813,0.541,0,1,20,0.394,0.8,0
1004.53,593.71,0.391,41,0.908,0.325,2,2,118,0.397,0.96,1
700.76,234.61,0.052,40,0.244,0.908,2,1,74,0.548,0.609,1
969.28,680.58,0.325,38,0.435,0.535,2,4,22,0.446,0.943,1
680.52,196.77,0.088,47,0.959,0.888,3,0,108,0.535,0.662,0
1680.86,50.0,0.169,43,0.206,0.415,3,4,138,0.249,0.716,1
1358.53,477.71,0.252,51,0.828,0.963,1,3,70,0.449,0.548,1
912.62,384.71,0.287,44,0.422,0.493,1,1,67,0.403,0.859,1
905.27,705.0,0.12,49,0.316,0.725,1,4,63,0.518,0.871,1
1046.09,141.42,0.877,39,0.387,0.667,3,0,49,0.363,0.892,1
997.23,313.61,0.207,36,0.696,0.798,0,0,145,0.067,0.316,0
521.53,291.05,0.188,33,0.755,0.58,3,1,36,0.725,0.955,1
150.0,600.83,0.569,45,0.305,0.383,1,3,97,0.384,1.0,1
601.15,128.91,0.52,41,0.627,0.811,0,3,14,0.315,0.578,0
935.74,718.33,0.56,32,0.154,0.68,0,1,100,0.082,0.81,0
631.08,216.15,0.214,34,0.927,0.92,2,3,32,0.495,0.65,0
1409.67,289.33,0.504,30,0.587,0.893,1,4,84,0.197,0.467,0
885.42,410.47,0.053,42,0.992,0.971,1,0,155,0.368,0.451,0
1936.79,146.35,0.446,34,0.224,0.322,2,1,126,0.33,0.867,1
719.25,497.89,0.646,36,0.508,0.525,1,1,154,0.447,0.96,1
1070.36,465.7,0.341,48,0.576,0.707,1,1,14,0.258,0.71,0
855.57,245.09,0.054,44,0.474,0.894,0,3,54,0.551,0.477,1
1219.89,471.29,0.665,49,0.684,0.753,5,3,134,0.094,0.849,1
1532.88,478.26,0.275,43,0.515,0.941,0,2,143,0.251,0.357,0
1304.14,542.81,0.554,42,0.642,0.823,3,2,139,0.408,0.853,1
150.0,675.31,0.218,35,0.953,0.658,1,1,131,0.838,1.0,1
1249.93,504.27,0.379,37,0.541,0.601,2,2,145,0.22,0.79,1
494.56,521.21,0.671,45,0.871,0.674,2,2,171,0.731,0.991,1
845.12,124.18,0.68,49,0.415,0.886,1,3,147,0.322,0.609,1
1344.66,50.0,0.301,48,0.324,0.739,3,0,18,0.586,0.759,1
440.12,261.79,0.902,31,0.228,0.779,0,4,6,0.827,0.973,1
1577.97,481.85,0.657,30,0.661,0.642,1,1,2,0.105,0.772,1
823.31,503.8,0.619,37,0.12,0.407,3,4,178,0.448,0.978,1
2085.47,50.0,0.859,48,0.215,0.597,0,2,101,0.075,0.622,1
1034.34,432.96,0.306,33,0.824,0.343,2,3,36,0.394,0.927,1
1852.67,681.5,0.118,42,0.818,0.903,1,1,63,0.675,0.688,1
1598.84,964.9,0.589,45,0.11,0.576,1,2,94,0.852,0.979,1
694.45,760.3,0.201,32,0.959,0.515,2,2,44,0.328,0.962,1
349.15,269.64,0.314,29,0.526,0.661,0,5,64,0.279,0.83,1
1056.81,255.03,0.355,32,0.372,0.849,3,1,95,0.256,0.608,1
708.68,522.94,0.921,29,0.637,0.714,0,3,26,0.876,0.986,1
1789.86,602.23,0.803,32,0.299,0.558,0,4,74,0.306,0.872,1
876.57,680.84,0.572,41,0.199,0.357,2,1,114,0.288,0.973,1
849.8,549.39,0.781,35,0.891,0.774,1,0,144,0.258,0.884,1
302.05,93.71,0.48,35,0.206,0.567,4,2,118,0.679,0.96,1
1209.61,52.08,0.391,33,0.402,0.809,1,4,2,0.185,0.436,0
412.89,764.76,0.075,47,0.743,0.855,0,3,158,0.664,0.984,1
1221.22,358.69,0.831,32,0.941,0.498,0,2,137,0.079,0.806,1
1290.05,157.82,0.606,39,0.182,0.358,3,2,176,0.666,0.967,1
625.16,116.92,0.236,48,0.722,0.804,0,1,11,0.625,0.641,1
1478.29,264.26,0.857,40,0.695,0.81,4,1,153,0.636,0.938,1
862.56,798.47,0.292,47,0.338,0.823,3,3,102,0.532,0.943,1
264.38,339.14,0.706,46,0.891,0.34,2,0,85,0.86,0.999,1
1772.64,580.77,0.74,43,0.48,0.797,2,0,90,0.846,0.952,1
538.26,487.41,0.774,36,0.325,0.764,0,1,49,0.504,0.958,1
1253.54,385.46,0.756,34,0.568,0.65,1,2,4,0.152,0.805,1
1212.9,50.0,0.699,39,0.302,0.853,1,2,134,0.396,0.632,0
1194.59,609.22,0.574,47,0.709,0.667,2,4,72,0.563,0.938,1
1185.93,214.22,0.51,31,0.28,0.555,3,3,54,0.08,0.743,1
514.91,50.0,0.133,40,0.868,0.583,5,2,36,0.482,0.836,1
1845.67,50.0,0.068,45,0.741,0.98,1,0,158,0.408,0.244,0
1478.12,547.2,0.156,43,0.995,0.573,1,3,97,0.156,0.615,0
1237.53,601.53,0.67,33,0.2,0.457,2,1,122,0.078,0.898,1
333.51,50.0,0.08,39,0.261,0.868,0,2,30,0.492,0.393,0
510.82,269.44,0.484,41,0.367,0.687,1,1,13,0.158,0.768,0
1328.73,490.94,0.227,43,0.365,0.578,0,4,41,0.358,0.717,1
150.0,438.72,0.202,39,0.599,0.791,2,3,138,0.825,1.0,1
1169.35,271.41,0.311,36,0.935,0.883,0,3,50,0.14,0.306,0
334.41,378.97,0.589,46,0.166,0.518,1,2,31,0.861,0.995,1
565.98,636.69,0.388,57,0.98,0.53,1,1,99,0.807,0.991,1
294.47,509.26,0.367,35,0.216,0.854,2,3,48,0.406,0.985,1
1123.05,561.77,0.249,38,0.342,0.884,1,3,59,0.451,0.692,1
1558.18,290.79,0.476,37,0.434,0.912,0,1,145,0.453,0.544,1
1174.01,81.88,0.756,47,0.566,0.952,0,1,151,0.08,0.327,0
1228.92,460.73,0.393,39,0.936,0.343,4,1,164,0.444,0.961,1
1083.98,600.08,0.176,31,0.592,0.806,2,1,170,0.292,0.696,0
1341.35,230.58,0.565,39,0.995,0.402,3,3,121,0.602,0.956,1
1233.54,458.29,0.783,48,0.971,0.786,1,2,142,0.58,0.903,1
150.0,399.27,0.571,37,0.777,0.683,1,1,46,0.538,0.999,1
1453.15,50.0,0.089,37,0.322,0.93,2,3,40,0.109,0.184,0
1400.58,360.52,0.517,46,0.171,0.757,0,6,118,0.632,0.806,1
818.84,443.55,0.242,46,0.621,0.582,2,4,85,0.066,0.734,0
150.0,283.79,0.491,41,0.166,0.872,1,4,89,0.401,0.989,0
1121.24,673.11,0.343,31,0.294,0.414,1,2,71,0.121,0.86,1
1163.33,88.43,0.242,45,0.602,0.635,1,3,31,0.249,0.504,0
779.76,937.8,0.322,40,0.827,0.593,1,1,79,0.368,0.966,1
1093.35,399.06,0.15,38,0.67,0.312,1,2,42,0.211,0.81,1
1535.92,352.02,0.676,51,0.97,0.674,0,1,89,0.577,0.857,1
2198.76,628.8,0.254,44,0.657,0.997,1,2,117,0.727,0.669,0
1073.45,50.0,0.156,38,0.157,0.464,0,0,45,0.316,0.565,1
1166.96,969.23,0.762,30,0.186,0.602,1,3,61,0.355,0.963,1
588.11,229.45,0.069,37,0.636,0.48,0,1,135,0.402,0.749,0
749.3,621.77,0.508,34,0.423,0.321,0,1,35,0.671,0.987,1
931.98,400.57,0.414,52,0.536,0.349,0,1,171,0.293,0.879,1
1588.86,145.51,0.27,51,0.315,0.665,0,2,32,0.234,0.432,0
1409.48,654.63,0.407,37,0.55,0.909,0,2,143,0.301,0.572,0
1964.68,532.28,0.254,40,0.921,0.435,2,3,90,0.698,0.933,1
254.89,1162.62,0.161,46,0.79,0.437,3,5,165,0.421,1.0,1
338.13,496.81,0.436,42,0.121,0.961,1,0,72,0.812,0.986,1
1551.04,241.61,0.851,35,0.496,0.443,3,0,4,0.885,0.988,1
1724.43,50.0,0.582,29,0.503,0.318,3,2,6,0.099,0.852,1
1016.56,214.03,0.553,39,0.728,0.426,4,1,42,0.623,0.967,1
150.0,464.07,0.654,38,0.789,0.562,2,2,123,0.307,1.0,1
628.24,306.55,0.455,25,0.164,0.966,2,1,97,0.731,0.876,1
1167.75,590.81,0.816,33,0.16,0.701,3,1,13,0.186,0.911,1
550.29,490.61,0.342,39,0.411,0.918,3,2,98,0.738,0.957,1
1092.56,88.2,0.345,39,0.745,0.992,0,2,84,0.669,0.503,0
1949.28,297.69,0.263,27,0.283,0.412,0,2,35,0.85,0.917,1
1713.07,183.61,0.128,40,0.676,0.434,2,1,11,0.614,0.859,1
1404.45,486.19,0.342,45,0.224,0.328,3,3,96,0.526,0.956,1
967.78,507.79,0.798,40,0.352,0.524,1,1,46,0.644,0.975,1
752.67,249.68,0.755,36,0.976,0.569,0,1,44,0.517,0.915,1
1378.88,50.0,0.87,32,0.124,0.738,2,1,112,0.575,0.879,1
1012.7,1103.06,0.578,42,0.579,0.335,1,2,175,0.682,0.995,1
1029.85,480.64,0.24,41,0.187,0.6,0,2,46,0.218,0.674,1
224.39,480.06,0.3,43,0.851,0.445,2,2,35,0.487,0.999,1
642.73,50.0,0.25,43,0.409,0.948,1,1,165,0.535,0.453,0
1375.93,580.99,0.1,60,0.995,0.966,0,0,10,0.686,0.63,0
449.47,665.92,0.497,36,0.976,0.369,1,2,42,0.346,0.993,1
1132.85,484.55,0.695,47,0.895,0.543,0,2,94,0.485,0.921,1
1206.25,433.51,0.707,46,0.486,0.429,3,0,24,0.333,0.953,1
1235.44,434.04,0.744,43,0.192,0.533,0,0,63,0.327,0.878,1
1280.13,177.96,0.148,48,0.699,0.609,2,1,162,0.53,0.744,1
1313.86,225.83,0.414,44,0.409,0.786,1,1,97,0.177,0.471,1
688.1,342.48,0.648,43,0.187,0.648,1,3,72,0.868,0.971,1
266.17,674.91,0.187,33,0.301,0.412,2,3,63,0.522,0.999,1
563.23,466.86,0.506,45,0.159,0.593,2,1,114,0.531,0.971,1
1364.96,214.65,0.356,34,0.725,0.423,1,1,80,0.356,0.803,1
399.58,238.28,0.517,34,0.892,0.642,2,1,4,0.67,0.966,1
479.69,50.0,0.887,38,0.283,0.595,2,3,144,0.061,0.768,0
476.93,512.46,0.591,34,0.77,0.857,1,2,17,0.122,0.888,1
150.0,347.57,0.632,45,0.66,0.434,0,3,38,0.703,1.0,1
426.5,446.71,0.083,33,0.885,0.93,0,0,62,0.064,0.579,1
1500.2,1157.76,0.548,34,0.752,0.353,2,1,92,0.525,0.985,1
641.62,288.18,0.174,44,0.195,0.827,1,3,138,0.524,0.713,1
150.0,453.6,0.704,47,0.93,0.802,1,2,121,0.579,1.0,1
744.18,242.19,0.652,39,0.707,0.52,0,4,81,0.898,0.967,1
1255.27,358.2,0.193,44,0.617,0.738,1,1,117,0.704,0.793,1
150.0,156.6,0.356,50,0.668,0.869,3,3,63,0.356,0.93,1
1476.66,125.4,0.616,38,0.124,0.306,1,2,68,0.12,0.812,1
279.51,50.0,0.36,40,0.889,0.723,3,0,116,0.216,0.643,0
802.26,129.21,0.241,42,0.932,0.476,1,3,47,0.232,0.662,1
795.87,458.31,0.218,49,0.629,0.855,1,4,167,0.62,0.814,0
719.28,321.69,0.482,36,0.135,0.334,2,5,120,0.422,0.955,1
967.6,345.03,0.377,29,0.35,0.44,1,1,120,0.499,0.906,1
1389.28,287.44,0.346,44,0.716,0.836,2,3,103,0.101,0.426,0
979.6,438.52,0.927,40,0.669,0.853,1,2,48,0.417,0.885,1
697.16,423.17,0.515,44,0.84,0.906,1,2,101,0.179,0.68,1
1228.67,407.76,0.522,47,0.434,0.649,1,0,102,0.691,0.914,0
1103.63,318.56,0.783,41,0.988,0.632,0,1,111,0.487,0.883,0
